Student_ID,Name,Date,Course_Code,Attendance(%),Attended_Class,Division,Faculty,Classes_Attended_Past_10_Days,Overall_Attendance(%)
01fe22bcs393,Rohan Verma,2024-11-08,INF-519,85.6,1,B,Dr. Vikram Patel,6,60.0
01fe22bcs393,Rohan Verma,2024-11-09,INF-519,61.1,1,B,Dr. Vikram Patel,6,60.0
01fe22bcs393,Rohan Verma,2024-11-10,INF-519,65.07,1,B,Dr. Vikram Patel,6,60.0
01fe22bcs393,Rohan Verma,2024-11-11,INF-519,56.39,0,B,Dr. Vikram Patel,6,60.0
01fe22bcs393,Rohan Verma,2024-11-12,INF-519,66.87,1,B,Dr. Vikram Patel,6,60.0
01fe22bcs393,Rohan Verma,2024-11-13,INF-519,58.92,1,B,Dr. Vikram Patel,6,60.0
01fe22bcs393,Rohan Verma,2024-11-14,INF-519,53.1,0,B,Dr. Vikram Patel,6,60.0
01fe22bcs393,Rohan Verma,2024-11-15,INF-519,98.67,0,B,Dr. Vikram Patel,6,60.0
01fe22bcs393,Rohan Verma,2024-11-16,INF-519,83.95,1,B,Dr. Vikram Patel,6,60.0
01fe22bcs393,Rohan Verma,2024-11-17,INF-519,69.44,0,B,Dr. Vikram Patel,6,60.0
01fe22bcs393,Rohan Verma,2024-11-08,ELE-128,78.8,0,B,Dr. Vikram Patel,5,50.0
01fe22bcs393,Rohan Verma,2024-11-09,ELE-128,64.42,1,B,Dr. Vikram Patel,5,50.0
01fe22bcs393,Rohan Verma,2024-11-10,ELE-128,77.82,1,B,Dr. Vikram Patel,5,50.0
01fe22bcs393,Rohan Verma,2024-11-11,ELE-128,72.13,0,B,Dr. Vikram Patel,5,50.0
01fe22bcs393,Rohan Verma,2024-11-12,ELE-128,57.74,0,B,Dr. Vikram Patel,5,50.0
01fe22bcs393,Rohan Verma,2024-11-13,ELE-128,85.25,1,B,Dr. Vikram Patel,5,50.0
01fe22bcs393,Rohan Verma,2024-11-14,ELE-128,66.58,0,B,Dr. Vikram Patel,5,50.0
01fe22bcs393,Rohan Verma,2024-11-15,ELE-128,55.91,0,B,Dr. Vikram Patel,5,50.0
01fe22bcs393,Rohan Verma,2024-11-16,ELE-128,66.27,1,B,Dr. Vikram Patel,5,50.0
01fe22bcs393,Rohan Verma,2024-11-17,ELE-128,95.41,1,B,Dr. Vikram Patel,5,50.0
01fe22bcs104,Aarav Pandey,2024-11-08,INF-519,62.98,1,D,Prof. Aditi Verma,3,30.0
01fe22bcs104,Aarav Pandey,2024-11-09,INF-519,83.85,0,D,Prof. Aditi Verma,3,30.0
01fe22bcs104,Aarav Pandey,2024-11-10,INF-519,86.75,1,D,Prof. Aditi Verma,3,30.0
01fe22bcs104,Aarav Pandey,2024-11-11,INF-519,55.58,0,D,Prof. Aditi Verma,3,30.0
01fe22bcs104,Aarav Pandey,2024-11-12,INF-519,87.49,1,D,Prof. Aditi Verma,3,30.0
01fe22bcs104,Aarav Pandey,2024-11-13,INF-519,96.9,0,D,Prof. Aditi Verma,3,30.0
01fe22bcs104,Aarav Pandey,2024-11-14,INF-519,88.38,0,D,Prof. Aditi Verma,3,30.0
01fe22bcs104,Aarav Pandey,2024-11-15,INF-519,54.59,0,D,Prof. Aditi Verma,3,30.0
01fe22bcs104,Aarav Pandey,2024-11-16,INF-519,65.76,0,D,Prof. Aditi Verma,3,30.0
01fe22bcs104,Aarav Pandey,2024-11-17,INF-519,89.83,0,D,Prof. Aditi Verma,3,30.0
01fe22bcs869,Niharika Deshmukh,2024-11-08,MEC-427,93.25,1,B,Prof. Neha Reddy,7,70.0
01fe22bcs869,Niharika Deshmukh,2024-11-09,MEC-427,87.47,0,B,Prof. Neha Reddy,7,70.0
01fe22bcs869,Niharika Deshmukh,2024-11-10,MEC-427,67.68,0,B,Prof. Neha Reddy,7,70.0
01fe22bcs869,Niharika Deshmukh,2024-11-11,MEC-427,98.08,0,B,Prof. Neha Reddy,7,70.0
01fe22bcs869,Niharika Deshmukh,2024-11-12,MEC-427,52.16,1,B,Prof. Neha Reddy,7,70.0
01fe22bcs869,Niharika Deshmukh,2024-11-13,MEC-427,77.51,1,B,Prof. Neha Reddy,7,70.0
01fe22bcs869,Niharika Deshmukh,2024-11-14,MEC-427,56.51,1,B,Prof. Neha Reddy,7,70.0
01fe22bcs869,Niharika Deshmukh,2024-11-15,MEC-427,56.1,1,B,Prof. Neha Reddy,7,70.0
01fe22bcs869,Niharika Deshmukh,2024-11-16,MEC-427,65.5,1,B,Prof. Neha Reddy,7,70.0
01fe22bcs869,Niharika Deshmukh,2024-11-17,MEC-427,52.35,1,B,Prof. Neha Reddy,7,70.0
01fe22bcs761,Aarav Singh,2024-11-08,MEC-427,97.37,1,C,Dr. Vikram Patel,5,50.0
01fe22bcs761,Aarav Singh,2024-11-09,MEC-427,80.58,0,C,Dr. Vikram Patel,5,50.0
01fe22bcs761,Aarav Singh,2024-11-10,MEC-427,90.5,0,C,Dr. Vikram Patel,5,50.0
01fe22bcs761,Aarav Singh,2024-11-11,MEC-427,92.03,1,C,Dr. Vikram Patel,5,50.0
01fe22bcs761,Aarav Singh,2024-11-12,MEC-427,86.56,0,C,Dr. Vikram Patel,5,50.0
01fe22bcs761,Aarav Singh,2024-11-13,MEC-427,78.96,1,C,Dr. Vikram Patel,5,50.0
01fe22bcs761,Aarav Singh,2024-11-14,MEC-427,67.07,0,C,Dr. Vikram Patel,5,50.0
01fe22bcs761,Aarav Singh,2024-11-15,MEC-427,67.64,1,C,Dr. Vikram Patel,5,50.0
01fe22bcs761,Aarav Singh,2024-11-16,MEC-427,77.44,0,C,Dr. Vikram Patel,5,50.0
01fe22bcs761,Aarav Singh,2024-11-17,MEC-427,66.17,1,C,Dr. Vikram Patel,5,50.0
01fe22bcs761,Aarav Singh,2024-11-08,COM-349,96.53,0,C,Dr. Vikram Patel,0,0.0
01fe22bcs761,Aarav Singh,2024-11-09,COM-349,56.21,0,C,Dr. Vikram Patel,0,0.0
01fe22bcs761,Aarav Singh,2024-11-10,COM-349,57.52,0,C,Dr. Vikram Patel,0,0.0
01fe22bcs761,Aarav Singh,2024-11-11,COM-349,60.74,0,C,Dr. Vikram Patel,0,0.0
01fe22bcs761,Aarav Singh,2024-11-12,COM-349,94.75,0,C,Dr. Vikram Patel,0,0.0
01fe22bcs761,Aarav Singh,2024-11-13,COM-349,62.64,0,C,Dr. Vikram Patel,0,0.0
01fe22bcs761,Aarav Singh,2024-11-14,COM-349,93.69,0,C,Dr. Vikram Patel,0,0.0
01fe22bcs761,Aarav Singh,2024-11-15,COM-349,84.59,0,C,Dr. Vikram Patel,0,0.0
01fe22bcs761,Aarav Singh,2024-11-16,COM-349,85.02,0,C,Dr. Vikram Patel,0,0.0
01fe22bcs761,Aarav Singh,2024-11-17,COM-349,73.94,0,C,Dr. Vikram Patel,0,0.0
01fe22bcs784,Mihir Menon,2024-11-08,INF-519,89.54,1,D,Prof. Aditi Verma,5,50.0
01fe22bcs784,Mihir Menon,2024-11-09,INF-519,56.77,0,D,Prof. Aditi Verma,5,50.0
01fe22bcs784,Mihir Menon,2024-11-10,INF-519,82.76,0,D,Prof. Aditi Verma,5,50.0
01fe22bcs784,Mihir Menon,2024-11-11,INF-519,66.1,0,D,Prof. Aditi Verma,5,50.0
01fe22bcs784,Mihir Menon,2024-11-12,INF-519,79.28,1,D,Prof. Aditi Verma,5,50.0
01fe22bcs784,Mihir Menon,2024-11-13,INF-519,54.64,0,D,Prof. Aditi Verma,5,50.0
01fe22bcs784,Mihir Menon,2024-11-14,INF-519,74.14,0,D,Prof. Aditi Verma,5,50.0
01fe22bcs784,Mihir Menon,2024-11-15,INF-519,81.62,1,D,Prof. Aditi Verma,5,50.0
01fe22bcs784,Mihir Menon,2024-11-16,INF-519,63.74,1,D,Prof. Aditi Verma,5,50.0
01fe22bcs784,Mihir Menon,2024-11-17,INF-519,90.3,1,D,Prof. Aditi Verma,5,50.0
01fe22bcs807,Diya Kumar,2024-11-08,COM-874,58.0,0,A,Prof. Aditi Verma,4,40.0
01fe22bcs807,Diya Kumar,2024-11-09,COM-874,82.46,0,A,Prof. Aditi Verma,4,40.0
01fe22bcs807,Diya Kumar,2024-11-10,COM-874,95.18,1,A,Prof. Aditi Verma,4,40.0
01fe22bcs807,Diya Kumar,2024-11-11,COM-874,72.95,1,A,Prof. Aditi Verma,4,40.0
01fe22bcs807,Diya Kumar,2024-11-12,COM-874,74.91,0,A,Prof. Aditi Verma,4,40.0
01fe22bcs807,Diya Kumar,2024-11-13,COM-874,71.27,1,A,Prof. Aditi Verma,4,40.0
01fe22bcs807,Diya Kumar,2024-11-14,COM-874,86.39,0,A,Prof. Aditi Verma,4,40.0
01fe22bcs807,Diya Kumar,2024-11-15,COM-874,54.28,0,A,Prof. Aditi Verma,4,40.0
01fe22bcs807,Diya Kumar,2024-11-16,COM-874,70.98,1,A,Prof. Aditi Verma,4,40.0
01fe22bcs807,Diya Kumar,2024-11-17,COM-874,98.77,0,A,Prof. Aditi Verma,4,40.0
01fe22bcs807,Diya Kumar,2024-11-08,COM-349,52.93,1,A,Prof. Aditi Verma,6,60.0
01fe22bcs807,Diya Kumar,2024-11-09,COM-349,56.53,1,A,Prof. Aditi Verma,6,60.0
01fe22bcs807,Diya Kumar,2024-11-10,COM-349,94.33,0,A,Prof. Aditi Verma,6,60.0
01fe22bcs807,Diya Kumar,2024-11-11,COM-349,54.96,0,A,Prof. Aditi Verma,6,60.0
01fe22bcs807,Diya Kumar,2024-11-12,COM-349,82.79,1,A,Prof. Aditi Verma,6,60.0
01fe22bcs807,Diya Kumar,2024-11-13,COM-349,87.91,1,A,Prof. Aditi Verma,6,60.0
01fe22bcs807,Diya Kumar,2024-11-14,COM-349,96.29,0,A,Prof. Aditi Verma,6,60.0
01fe22bcs807,Diya Kumar,2024-11-15,COM-349,86.14,1,A,Prof. Aditi Verma,6,60.0
01fe22bcs807,Diya Kumar,2024-11-16,COM-349,79.78,1,A,Prof. Aditi Verma,6,60.0
01fe22bcs807,Diya Kumar,2024-11-17,COM-349,82.52,0,A,Prof. Aditi Verma,6,60.0
01fe22bcs928,Tanvi Joshi,2024-11-08,COM-874,78.75,1,E,Dr. Priya Gupta,4,40.0
01fe22bcs928,Tanvi Joshi,2024-11-09,COM-874,70.97,0,E,Dr. Priya Gupta,4,40.0
01fe22bcs928,Tanvi Joshi,2024-11-10,COM-874,52.61,0,E,Dr. Priya Gupta,4,40.0
01fe22bcs928,Tanvi Joshi,2024-11-11,COM-874,97.48,1,E,Dr. Priya Gupta,4,40.0
01fe22bcs928,Tanvi Joshi,2024-11-12,COM-874,57.64,1,E,Dr. Priya Gupta,4,40.0
01fe22bcs928,Tanvi Joshi,2024-11-13,COM-874,85.22,1,E,Dr. Priya Gupta,4,40.0
01fe22bcs928,Tanvi Joshi,2024-11-14,COM-874,67.73,0,E,Dr. Priya Gupta,4,40.0
01fe22bcs928,Tanvi Joshi,2024-11-15,COM-874,59.76,0,E,Dr. Priya Gupta,4,40.0
01fe22bcs928,Tanvi Joshi,2024-11-16,COM-874,74.83,0,E,Dr. Priya Gupta,4,40.0
01fe22bcs928,Tanvi Joshi,2024-11-17,COM-874,97.72,0,E,Dr. Priya Gupta,4,40.0
01fe22bcs928,Tanvi Joshi,2024-11-08,COM-349,65.13,0,E,Dr. Priya Gupta,4,40.0
01fe22bcs928,Tanvi Joshi,2024-11-09,COM-349,95.31,1,E,Dr. Priya Gupta,4,40.0
01fe22bcs928,Tanvi Joshi,2024-11-10,COM-349,84.98,0,E,Dr. Priya Gupta,4,40.0
01fe22bcs928,Tanvi Joshi,2024-11-11,COM-349,58.8,0,E,Dr. Priya Gupta,4,40.0
01fe22bcs928,Tanvi Joshi,2024-11-12,COM-349,81.63,0,E,Dr. Priya Gupta,4,40.0
01fe22bcs928,Tanvi Joshi,2024-11-13,COM-349,89.32,1,E,Dr. Priya Gupta,4,40.0
01fe22bcs928,Tanvi Joshi,2024-11-14,COM-349,88.39,1,E,Dr. Priya Gupta,4,40.0
01fe22bcs928,Tanvi Joshi,2024-11-15,COM-349,88.12,1,E,Dr. Priya Gupta,4,40.0
01fe22bcs928,Tanvi Joshi,2024-11-16,COM-349,79.79,0,E,Dr. Priya Gupta,4,40.0
01fe22bcs928,Tanvi Joshi,2024-11-17,COM-349,74.39,0,E,Dr. Priya Gupta,4,40.0
01fe22bcs053,Saanvi Jain,2024-11-08,INF-519,73.77,0,E,Dr. Ramesh Sharma,5,50.0
01fe22bcs053,Saanvi Jain,2024-11-09,INF-519,70.56,0,E,Dr. Ramesh Sharma,5,50.0
01fe22bcs053,Saanvi Jain,2024-11-10,INF-519,67.08,1,E,Dr. Ramesh Sharma,5,50.0
01fe22bcs053,Saanvi Jain,2024-11-11,INF-519,73.98,0,E,Dr. Ramesh Sharma,5,50.0
01fe22bcs053,Saanvi Jain,2024-11-12,INF-519,57.2,0,E,Dr. Ramesh Sharma,5,50.0
01fe22bcs053,Saanvi Jain,2024-11-13,INF-519,94.29,1,E,Dr. Ramesh Sharma,5,50.0
01fe22bcs053,Saanvi Jain,2024-11-14,INF-519,92.86,1,E,Dr. Ramesh Sharma,5,50.0
01fe22bcs053,Saanvi Jain,2024-11-15,INF-519,92.46,1,E,Dr. Ramesh Sharma,5,50.0
01fe22bcs053,Saanvi Jain,2024-11-16,INF-519,99.02,0,E,Dr. Ramesh Sharma,5,50.0
01fe22bcs053,Saanvi Jain,2024-11-17,INF-519,53.92,1,E,Dr. Ramesh Sharma,5,50.0
01fe22bcs053,Saanvi Jain,2024-11-08,ELE-128,58.34,0,E,Dr. Ramesh Sharma,8,80.0
01fe22bcs053,Saanvi Jain,2024-11-09,ELE-128,69.02,1,E,Dr. Ramesh Sharma,8,80.0
01fe22bcs053,Saanvi Jain,2024-11-10,ELE-128,99.61,1,E,Dr. Ramesh Sharma,8,80.0
01fe22bcs053,Saanvi Jain,2024-11-11,ELE-128,76.86,1,E,Dr. Ramesh Sharma,8,80.0
01fe22bcs053,Saanvi Jain,2024-11-12,ELE-128,57.82,1,E,Dr. Ramesh Sharma,8,80.0
01fe22bcs053,Saanvi Jain,2024-11-13,ELE-128,57.57,1,E,Dr. Ramesh Sharma,8,80.0
01fe22bcs053,Saanvi Jain,2024-11-14,ELE-128,69.26,0,E,Dr. Ramesh Sharma,8,80.0
01fe22bcs053,Saanvi Jain,2024-11-15,ELE-128,91.01,1,E,Dr. Ramesh Sharma,8,80.0
01fe22bcs053,Saanvi Jain,2024-11-16,ELE-128,94.63,1,E,Dr. Ramesh Sharma,8,80.0
01fe22bcs053,Saanvi Jain,2024-11-17,ELE-128,61.96,1,E,Dr. Ramesh Sharma,8,80.0
01fe22bcs071,Aanya Patel,2024-11-08,COM-349,66.02,1,D,Prof. Neha Reddy,7,70.0
01fe22bcs071,Aanya Patel,2024-11-09,COM-349,72.74,1,D,Prof. Neha Reddy,7,70.0
01fe22bcs071,Aanya Patel,2024-11-10,COM-349,54.0,1,D,Prof. Neha Reddy,7,70.0
01fe22bcs071,Aanya Patel,2024-11-11,COM-349,91.67,1,D,Prof. Neha Reddy,7,70.0
01fe22bcs071,Aanya Patel,2024-11-12,COM-349,58.48,1,D,Prof. Neha Reddy,7,70.0
01fe22bcs071,Aanya Patel,2024-11-13,COM-349,59.56,0,D,Prof. Neha Reddy,7,70.0
01fe22bcs071,Aanya Patel,2024-11-14,COM-349,83.25,0,D,Prof. Neha Reddy,7,70.0
01fe22bcs071,Aanya Patel,2024-11-15,COM-349,72.32,0,D,Prof. Neha Reddy,7,70.0
01fe22bcs071,Aanya Patel,2024-11-16,COM-349,73.54,1,D,Prof. Neha Reddy,7,70.0
01fe22bcs071,Aanya Patel,2024-11-17,COM-349,50.72,1,D,Prof. Neha Reddy,7,70.0
01fe22bcs081,Avni Reddy,2024-11-08,COM-349,53.51,0,E,Prof. Neha Reddy,5,50.0
01fe22bcs081,Avni Reddy,2024-11-09,COM-349,70.78,1,E,Prof. Neha Reddy,5,50.0
01fe22bcs081,Avni Reddy,2024-11-10,COM-349,65.27,0,E,Prof. Neha Reddy,5,50.0
01fe22bcs081,Avni Reddy,2024-11-11,COM-349,85.34,0,E,Prof. Neha Reddy,5,50.0
01fe22bcs081,Avni Reddy,2024-11-12,COM-349,98.73,1,E,Prof. Neha Reddy,5,50.0
01fe22bcs081,Avni Reddy,2024-11-13,COM-349,72.69,0,E,Prof. Neha Reddy,5,50.0
01fe22bcs081,Avni Reddy,2024-11-14,COM-349,53.64,1,E,Prof. Neha Reddy,5,50.0
01fe22bcs081,Avni Reddy,2024-11-15,COM-349,56.63,0,E,Prof. Neha Reddy,5,50.0
01fe22bcs081,Avni Reddy,2024-11-16,COM-349,61.66,1,E,Prof. Neha Reddy,5,50.0
01fe22bcs081,Avni Reddy,2024-11-17,COM-349,98.96,1,E,Prof. Neha Reddy,5,50.0
01fe22bcs081,Avni Reddy,2024-11-08,INF-519,71.05,1,E,Prof. Neha Reddy,5,50.0
01fe22bcs081,Avni Reddy,2024-11-09,INF-519,81.0,0,E,Prof. Neha Reddy,5,50.0
01fe22bcs081,Avni Reddy,2024-11-10,INF-519,60.74,1,E,Prof. Neha Reddy,5,50.0
01fe22bcs081,Avni Reddy,2024-11-11,INF-519,81.82,0,E,Prof. Neha Reddy,5,50.0
01fe22bcs081,Avni Reddy,2024-11-12,INF-519,72.35,1,E,Prof. Neha Reddy,5,50.0
01fe22bcs081,Avni Reddy,2024-11-13,INF-519,79.38,0,E,Prof. Neha Reddy,5,50.0
01fe22bcs081,Avni Reddy,2024-11-14,INF-519,91.63,0,E,Prof. Neha Reddy,5,50.0
01fe22bcs081,Avni Reddy,2024-11-15,INF-519,67.48,1,E,Prof. Neha Reddy,5,50.0
01fe22bcs081,Avni Reddy,2024-11-16,INF-519,97.06,1,E,Prof. Neha Reddy,5,50.0
01fe22bcs081,Avni Reddy,2024-11-17,INF-519,54.49,0,E,Prof. Neha Reddy,5,50.0
01fe22bcs172,Aarav Chopra,2024-11-08,INF-519,91.87,1,C,Dr. Vikram Patel,5,50.0
01fe22bcs172,Aarav Chopra,2024-11-09,INF-519,50.88,0,C,Dr. Vikram Patel,5,50.0
01fe22bcs172,Aarav Chopra,2024-11-10,INF-519,98.7,1,C,Dr. Vikram Patel,5,50.0
01fe22bcs172,Aarav Chopra,2024-11-11,INF-519,79.65,0,C,Dr. Vikram Patel,5,50.0
01fe22bcs172,Aarav Chopra,2024-11-12,INF-519,74.27,0,C,Dr. Vikram Patel,5,50.0
01fe22bcs172,Aarav Chopra,2024-11-13,INF-519,78.71,1,C,Dr. Vikram Patel,5,50.0
01fe22bcs172,Aarav Chopra,2024-11-14,INF-519,70.32,0,C,Dr. Vikram Patel,5,50.0
01fe22bcs172,Aarav Chopra,2024-11-15,INF-519,91.7,1,C,Dr. Vikram Patel,5,50.0
01fe22bcs172,Aarav Chopra,2024-11-16,INF-519,94.42,1,C,Dr. Vikram Patel,5,50.0
01fe22bcs172,Aarav Chopra,2024-11-17,INF-519,66.19,0,C,Dr. Vikram Patel,5,50.0
01fe22bcs143,Arjun Pandey,2024-11-08,COM-349,72.62,0,B,Dr. Priya Gupta,1,10.0
01fe22bcs143,Arjun Pandey,2024-11-09,COM-349,63.84,0,B,Dr. Priya Gupta,1,10.0
01fe22bcs143,Arjun Pandey,2024-11-10,COM-349,74.99,0,B,Dr. Priya Gupta,1,10.0
01fe22bcs143,Arjun Pandey,2024-11-11,COM-349,80.53,0,B,Dr. Priya Gupta,1,10.0
01fe22bcs143,Arjun Pandey,2024-11-12,COM-349,93.43,0,B,Dr. Priya Gupta,1,10.0
01fe22bcs143,Arjun Pandey,2024-11-13,COM-349,84.44,0,B,Dr. Priya Gupta,1,10.0
01fe22bcs143,Arjun Pandey,2024-11-14,COM-349,59.99,0,B,Dr. Priya Gupta,1,10.0
01fe22bcs143,Arjun Pandey,2024-11-15,COM-349,85.86,1,B,Dr. Priya Gupta,1,10.0
01fe22bcs143,Arjun Pandey,2024-11-16,COM-349,82.25,0,B,Dr. Priya Gupta,1,10.0
01fe22bcs143,Arjun Pandey,2024-11-17,COM-349,98.22,0,B,Dr. Priya Gupta,1,10.0
01fe22bcs143,Arjun Pandey,2024-11-08,INF-519,57.13,0,B,Dr. Priya Gupta,6,60.0
01fe22bcs143,Arjun Pandey,2024-11-09,INF-519,63.6,0,B,Dr. Priya Gupta,6,60.0
01fe22bcs143,Arjun Pandey,2024-11-10,INF-519,98.05,0,B,Dr. Priya Gupta,6,60.0
01fe22bcs143,Arjun Pandey,2024-11-11,INF-519,97.04,1,B,Dr. Priya Gupta,6,60.0
01fe22bcs143,Arjun Pandey,2024-11-12,INF-519,73.64,0,B,Dr. Priya Gupta,6,60.0
01fe22bcs143,Arjun Pandey,2024-11-13,INF-519,50.82,1,B,Dr. Priya Gupta,6,60.0
01fe22bcs143,Arjun Pandey,2024-11-14,INF-519,83.77,1,B,Dr. Priya Gupta,6,60.0
01fe22bcs143,Arjun Pandey,2024-11-15,INF-519,96.21,1,B,Dr. Priya Gupta,6,60.0
01fe22bcs143,Arjun Pandey,2024-11-16,INF-519,91.81,1,B,Dr. Priya Gupta,6,60.0
01fe22bcs143,Arjun Pandey,2024-11-17,INF-519,57.67,1,B,Dr. Priya Gupta,6,60.0
01fe22bcs295,Vanya Deshmukh,2024-11-08,COM-349,96.12,0,B,Prof. Neha Reddy,7,70.0
01fe22bcs295,Vanya Deshmukh,2024-11-09,COM-349,63.12,0,B,Prof. Neha Reddy,7,70.0
01fe22bcs295,Vanya Deshmukh,2024-11-10,COM-349,87.67,1,B,Prof. Neha Reddy,7,70.0
01fe22bcs295,Vanya Deshmukh,2024-11-11,COM-349,53.77,1,B,Prof. Neha Reddy,7,70.0
01fe22bcs295,Vanya Deshmukh,2024-11-12,COM-349,75.79,1,B,Prof. Neha Reddy,7,70.0
01fe22bcs295,Vanya Deshmukh,2024-11-13,COM-349,92.11,1,B,Prof. Neha Reddy,7,70.0
01fe22bcs295,Vanya Deshmukh,2024-11-14,COM-349,75.2,1,B,Prof. Neha Reddy,7,70.0
01fe22bcs295,Vanya Deshmukh,2024-11-15,COM-349,89.79,0,B,Prof. Neha Reddy,7,70.0
01fe22bcs295,Vanya Deshmukh,2024-11-16,COM-349,50.8,1,B,Prof. Neha Reddy,7,70.0
01fe22bcs295,Vanya Deshmukh,2024-11-17,COM-349,75.29,1,B,Prof. Neha Reddy,7,70.0
01fe22bcs494,Reyansh Reddy,2024-11-08,COM-349,62.54,1,D,Dr. Ramesh Sharma,3,30.0
01fe22bcs494,Reyansh Reddy,2024-11-09,COM-349,69.23,0,D,Dr. Ramesh Sharma,3,30.0
01fe22bcs494,Reyansh Reddy,2024-11-10,COM-349,93.65,0,D,Dr. Ramesh Sharma,3,30.0
01fe22bcs494,Reyansh Reddy,2024-11-11,COM-349,50.72,0,D,Dr. Ramesh Sharma,3,30.0
01fe22bcs494,Reyansh Reddy,2024-11-12,COM-349,68.85,1,D,Dr. Ramesh Sharma,3,30.0
