student_id,student_name,division,course_code,faculty_id,class_date,is_present,session_number
STU004,Student 4,A,CS101,F001,2024-09-30,False,108
STU004,Student 4,A,CS101,F001,2024-10-02,False,109
STU004,Student 4,A,CS101,F001,2024-10-07,True,110
STU004,Student 4,A,CS101,F001,2024-10-09,True,111
STU004,Student 4,A,CS101,F001,2024-10-14,True,112
STU004,Student 4,A,CS101,F001,2024-10-16,False,113
STU004,Student 4,A,CS101,F001,2024-10-21,True,114
STU004,Student 4,A,CS101,F001,2024-10-23,True,115
STU004,Student 4,A,CS101,F001,2024-10-28,False,116
STU004,Student 4,A,CS101,F001,2024-10-30,True,117
STU004,Student 4,A,CS101,F001,2024-11-04,True,118
STU004,Student 4,A,CS101,F001,2024-11-06,True,119
STU004,Student 4,A,CS101,F001,2024-11-11,True,120
STU004,Student 4,A,CS101,F001,2024-11-13,True,121
STU004,Student 4,A,CS101,F001,2024-11-18,True,122
STU004,Student 4,A,CS101,F001,2024-11-20,True,123
STU004,Student 4,A,CS101,F001,2024-11-25,True,124
STU004,Student 4,A,CS101,F001,2024-11-27,True,125
STU004,Student 4,A,CS101,F001,2024-12-02,False,126
STU004,Student 4,A,CS101,F001,2024-12-04,False,127
STU004,Student 4,A,CS101,F001,2024-12-09,False,128
STU004,Student 4,A,CS101,F001,2024-12-11,True,129
STU004,Student 4,A,CS101,F001,2024-12-16,True,130
STU005,Student 5,A,CS101,F002,2024-09-04,True,131
STU005,Student 5,A,CS101,F002,2024-09-09,True,132
STU005,Student 5,A,CS101,F002,2024-09-11,False,133
STU005,Student 5,A,CS101,F002,2024-09-16,True,134
STU005,Student 5,A,CS101,F002,2024-09-18,True,135
STU005,Student 5,A,CS101,F002,2024-09-23,False,136
STU005,Student 5,A,CS101,F002,2024-09-25,True,137
STU005,Student 5,A,CS101,F002,2024-09-30,True,138
STU005,Student 5,A,CS101,F002,2024-10-02,True,139
STU005,Student 5,A,CS101,F002,2024-10-07,False,140
STU005,Student 5,A,CS101,F002,2024-10-09,True,141
STU005,Student 5,A,CS101,F002,2024-10-14,True,142
STU005,Student 5,A,CS101,F002,2024-10-16,True,143
STU005,Student 5,A,CS101,F002,2024-10-21,False,144
STU005,Student 5,A,CS101,F002,2024-10-23,True,145
STU005,Student 5,A,CS101,F002,2024-10-28,True,146
STU005,Student 5,A,CS101,F002,2024-10-30,False,147
STU005,Student 5,A,CS101,F002,2024-11-04,True,148
STU005,Student 5,A,CS101,F002,2024-11-06,True,149
STU005,Student 5,A,CS101,F002,2024-11-11,True,150
STU005,Student 5,A,CS101,F002,2024-11-13,True,151
STU005,Student 5,A,CS101,F002,2024-11-18,True,152
STU005,Student 5,A,CS101,F002,2024-11-20,True,153
STU005,Student 5,A,CS101,F002,2024-11-25,True,154
STU005,Student 5,A,CS101,F002,2024-11-27,True,155
STU005,Student 5,A,CS101,F002,2024-12-02,True,156
STU005,Student 5,A,CS101,F002,2024-12-04,True,157
STU005,Student 5,A,CS101,F002,2024-12-09,True,158
STU005,Student 5,A,CS101,F002,2024-12-11,True,159
STU005,Student 5,A,CS101,F002,2024-12-16,True,160
STU006,Student 6,A,CS101,F001,2024-09-04,True,161
STU006,Student 6,A,CS101,F001,2024-09-09,False,162
STU006,Student 6,A,CS101,F001,2024-09-11,True,163
STU006,Student 6,A,CS101,F001,2024-09-16,True,164
STU006,Student 6,A,CS101,F001,2024-09-18,True,165
STU006,Student 6,A,CS101,F001,2024-09-23,True,166
STU006,Student 6,A,CS101,F001,2024-09-25,True,167
STU006,Student 6,A,CS101,F001,2024-09-30,False,168
STU006,Student 6,A,CS101,F001,2024-10-02,True,169
STU006,Student 6,A,CS101,F001,2024-10-07,False,170
STU006,Student 6,A,CS101,F001,2024-10-09,True,171
STU006,Student 6,A,CS101,F001,2024-10-14,True,172
STU006,Student 6,A,CS101,F001,2024-10-16,True,173
STU006,Student 6,A,CS101,F001,2024-10-21,True,174
STU006,Student 6,A,CS101,F001,2024-10-23,True,175
STU006,Student 6,A,CS101,F001,2024-10-28,False,176
STU006,Student 6,A,CS101,F001,2024-10-30,True,177
STU006,Student 6,A,CS101,F001,2024-11-04,True,178
STU006,Student 6,A,CS101,F001,2024-11-06,True,179
STU006,Student 6,A,CS101,F001,2024-11-11,True,180
STU006,Student 6,A,CS101,F001,2024-11-13,True,181
STU006,Student 6,A,CS101,F001,2024-11-18,True,182
STU006,Student 6,A,CS101,F001,2024-11-20,True,183
STU006,Student 6,A,CS101,F001,2024-11-25,True,184
STU006,Student 6,A,CS101,F001,2024-11-27,True,185
STU006,Student 6,A,CS101,F001,2024-12-02,True,186
STU006,Student 6,A,CS101,F001,2024-12-04,True,187
STU006,Student 6,A,CS101,F001,2024-12-09,True,188
STU006,Student 6,A,CS101,F001,2024-12-11,True,189
STU006,Student 6,A,CS101,F001,2024-12-16,True,190
STU007,Student 7,B,CS101,F003,2024-09-05,True,191
STU007,Student 7,B,CS101,F003,2024-09-10,True,192
STU007,Student 7,B,CS101,F003,2024-09-12,True,193
STU007,Student 7,B,CS101,F003,2024-09-17,True,194
STU007,Student 7,B,CS101,F003,2024-09-19,True,195
STU007,Student 7,B,CS101,F003,2024-09-24,True,196
STU007,Student 7,B,CS101,F003,2024-09-26,True,197
STU007,Student 7,B,CS101,F003,2024-10-01,True,198
STU007,Student 7,B,CS101,F003,2024-10-03,True,199
STU007,Student 7,B,CS101,F003,2024-10-08,True,200
STU007,Student 7,B,CS101,F003,2024-10-10,True,201
STU007,Student 7,B,CS101,F003,2024-10-15,True,202
STU007,Student 7,B,CS101,F003,2024-10-17,True,203
STU007,Student 7,B,CS101,F003,2024-10-22,True,204
STU007,Student 7,B,CS101,F003,2024-10-24,True,205
STU007,Student 7,B,CS101,F003,2024-10-29,True,206
STU007,Student 7,B,CS101,F003,2024-10-31,True,207
STU007,Student 7,B,CS101,F003,2024-11-05,True,208
STU007,Student 7,B,CS101,F003,2024-11-07,True,209
STU007,Student 7,B,CS101,F003,2024-11-12,True,210
STU007,Student 7,B,CS101,F003,2024-11-14,True,211
STU007,Student 7,B,CS101,F003,2024-11-19,True,212
STU007,Student 7,B,CS101,F003,2024-11-21,True,213
STU007,Student 7,B,CS101,F003,2024-11-26,True,214
STU007,Student 7,B,CS101,F003,2024-11-28,True,215
STU007,Student 7,B,CS101,F003,2024-12-03,True,216
STU007,Student 7,B,CS101,F003,2024-12-05,True,217
STU007,Student 7,B,CS101,F003,2024-12-10,True,218
STU007,Student 7,B,CS101,F003,2024-12-12,True,219
STU007,Student 7,B,CS101,F003,2024-12-17,True,220
STU007,Student 7,B,CS101,F003,2024-12-19,True,221
STU007,Student 7,B,CS101,F003,2024-12-24,True,222
STU007,Student 7,B,CS101,F003,2024-12-26,True,223
STU007,Student 7,B,CS101,F003,2024-12-31,True,224
STU007,Student 7,B,CS101,F003,2025-01-02,True,225
STU008,Student 8,B,CS101,F004,2024-09-05,True,226
STU008,Student 8,B,CS101,F004,2024-09-10,True,227
STU008,Student 8,B,CS101,F004,2024-09-12,True,228
STU008,Student 8,B,CS101,F004,2024-09-17,True,229
STU008,Student 8,B,CS101,F004,2024-09-19,True,230
STU008,Student 8,B,CS101,F004,2024-09-24,True,231
STU008,Student 8,B,CS101,F004,2024-09-26,False,232
STU008,Student 8,B,CS101,F004,2024-10-01,True,233
STU008,Student 8,B,CS101,F004,2024-10-03,True,234
STU008,Student 8,B,CS101,F004,2024-10-08,True,235
STU008,Student 8,B,CS101,F004,2024-10-10,True,236
STU008,Student 8,B,CS101,F004,2024-10-15,True,237
STU008,Student 8,B,CS101,F004,2024-10-17,True,238
STU008,Student 8,B,CS101,F004,2024-10-22,True,239
STU008,Student 8,B,CS101,F004,2024-10-24,True,240
STU008,Student 8,B,CS101,F004,2024-10-29,True,241
STU008,Student 8,B,CS101,F004,2024-10-31,True,242
STU008,Student 8,B,CS101,F004,2024-11-05,True,243
STU008,Student 8,B,CS101,F004,2024-11-07,True,244
STU008,Student 8,B,CS101,F004,2024-11-12,True,245
STU008,Student 8,B,CS101,F004,2024-11-14,True,246
STU008,Student 8,B,CS101,F004,2024-11-19,True,247
STU008,Student 8,B,CS101,F004,2024-11-21,True,248
STU008,Student 8,B,CS101,F004,2024-11-26,True,249
STU008,Student 8,B,CS101,F004,2024-11-28,True,250
STU008,Student 8,B,CS101,F004,2024-12-03,True,251
STU008,Student 8,B,CS101,F004,2024-12-05,True,252
STU008,Student 8,B,CS101,F004,2024-12-10,True,253
STU008,Student 8,B,CS101,F004,2024-12-12,True,254
STU008,Student 8,B,CS101,F004,2024-12-17,True,255
STU008,Student 8,B,CS101,F004,2024-12-19,True,256
STU008,Student 8,B,CS101,F004,2024-12-24,True,257
STU008,Student 8,B,CS101,F004,2024-12-26,True,258
STU008,Student 8,B,CS101,F004,2024-12-31,True,259
STU008,Student 8,B,CS101,F004,2025-01-02,True,260
STU009,Student 9,C,CS101,F005,2024-09-04,True,261
STU009,Student 9,C,CS101,F005,2024-09-06,True,262
STU009,Student 9,C,CS101,F005,2024-09-11,False,263
STU009,Student 9,C,CS101,F005,2024-09-13,True,264
STU009,Student 9,C,CS101,F005,2024-09-18,True,265
STU009,Student 9,C,CS101,F005,2024-09-20,True,266
STU009,Student 9,C,CS101,F005,2024-09-25,True,267
STU009,Student 9,C,CS101,F005,2024-09-27,True,268
STU009,Student 9,C,CS101,F005,2024-10-02,True,269
STU009,Student 9,C,CS101,F005,2024-10-04,False,270
STU009,Student 9,C,CS101,F005,2024-10-09,True,271
STU009,Student 9,C,CS101,F005,2024-10-11,False,272
STU009,Student 9,C,CS101,F005,2024-10-16,True,273
STU009,Student 9,C,CS101,F005,2024-10-18,True,274
STU009,Student 9,C,CS101,F005,2024-10-23,True,275
STU009,Student 9,C,CS101,F005,2024-10-25,True,276
STU009,Student 9,C,CS101,F005,2024-10-30,True,277
STU009,Student 9,C,CS101,F005,2024-11-01,False,278
STU009,Student 9,C,CS101,F005,2024-11-06,True,279
STU009,Student 9,C,CS101,F005,2024-11-08,True,280
STU009,Student 9,C,CS101,F005,2024-11-13,False,281
STU009,Student 9,C,CS101,F005,2024-11-15,True,282
STU009,Student 9,C,CS101,F005,2024-11-20,True,283
STU009,Student 9,C,CS101,F005,2024-11-22,True,284
STU009,Student 9,C,CS101,F005,2024-11-27,True,285
STU009,Student 9,C,CS101,F005,2024-11-29,True,286
STU009,Student 9,C,CS101,F005,2024-12-04,True,287
STU009,Student 9,C,CS101,F005,2024-12-06,True,288
STU009,Student 9,C,CS101,F005,2024-12-11,False,289
STU009,Student 9,C,CS101,F005,2024-12-13,True,290
STU009,Student 9,C,CS101,F005,2024-12-18,True,291
STU009,Student 9,C,CS101,F005,2024-12-20,True,292
STU009,Student 9,C,CS101,F005,2024-12-25,True,293
STU009,Student 9,C,CS101,F005,2024-12-27,True,294
STU009,Student 9,C,CS101,F005,2025-01-01,False,295
STU009,Student 9,C,CS101,F005,2025-01-03,True,296
STU009,Student 9,C,CS101,F005,2025-01-08,True,297
STU009,Student 9,C,CS101,F005,2025-01-10,True,298
STU009,Student 9,C,CS101,F005,2025-01-15,False,299
STU009,Student 9,C,CS101,F005,2025-01-17,True,300
STU009,Student 9,C,CS101,F005,2025-01-22,True,301
STU009,Student 9,C,CS101,F005,2025-01-24,True,302
STU009,Student 9,C,CS101,F005,2025-01-29,True,303
STU009,Student 9,C,CS101,F005,2025-01-31,False,304
STU009,Student 9,C,CS101,F005,2025-02-05,False,305
STU010,Student 10,A,CS101,F001,2024-09-04,True,306
STU010,Student 10,A,CS101,F001,2024-09-09,True,307
STU010,Student 10,A,CS101,F001,2024-09-11,False,308
STU010,Student 10,A,CS101,F001,2024-09-16,True,309
STU010,Student 10,A,CS101,F001,2024-09-18,True,310
STU010,Student 10,A,CS101,F001,2024-09-23,True,311
STU010,Student 10,A,CS101,F001,2024-09-25,True,312
STU010,Student 10,A,CS101,F001,2024-09-30,True,313
STU010,Student 10,A,CS101,F001,2024-10-02,True,314
STU010,Student 10,A,CS101,F001,2024-10-07,True,315
STU010,Student 10,A,CS101,F001,2024-10-09,True,316
STU010,Student 10,A,CS101,F001,2024-10-14,True,317
STU010,Student 10,A,CS101,F001,2024-10-16,True,318
STU010,Student 10,A,CS101,F001,2024-10-21,True,319
STU010,Student 10,A,CS101,F001,2024-10-23,True,320
STU010,Student 10,A,CS101,F001,2024-10-28,False,321
STU010,Student 10,A,CS101,F001,2024-10-30,True,322
STU010,Student 10,A,CS101,F001,2024-11-04,False,323
STU010,Student 10,A,CS101,F001,2024-11-06,True,324
STU010,Student 10,A,CS101,F001,2024-11-11,True,325
STU010,Student 10,A,CS101,F001,2024-11-13,False,326
STU010,Student 10,A,CS101,F001,2024-11-18,True,327
STU010,Student 10,A,CS101,F001,2024-11-20,False,328
STU010,Student 10,A,CS101,F001,2024-11-25,True,329
STU010,Student 10,A,CS101,F001,2024-11-27,True,330
STU010,Student 10,A,CS101,F001,2024-12-02,False,331
STU010,Student 10,A,CS101,F001,2024-12-04,True,332
STU010,Student 10,A,CS101,F001,2024-12-09,True,333
STU010,Student 10,A,CS101,F001,2024-12-11,False,334
STU010,Student 10,A,CS101,F001,2024-12-16,True,335
STU011,Student 11,C,CS101,F005,2024-09-04,False,336
STU011,Student 11,C,CS101,F005,2024-09-06,False,337
STU011,Student 11,C,CS101,F005,2024-09-11,True,338
STU011,Student 11,C,CS101,F005,2024-09-13,True,339
STU011,Student 11,C,CS101,F005,2024-09-18,True,340
STU011,Student 11,C,CS101,F005,2024-09-20,False,341
STU011,Student 11,C,CS101,F005,2024-09-25,True,342
STU011,Student 11,C,CS101,F005,2024-09-27,True,343
STU011,Student 11,C,CS101,F005,2024-10-02,False,344
STU011,Student 11,C,CS101,F005,2024-10-04,True,345
STU011,Student 11,C,CS101,F005,2024-10-09,True,346
STU011,Student 11,C,CS101,F005,2024-10-11,True,347
STU011,Student 11,C,CS101,F005,2024-10-16,False,348
STU011,Student 11,C,CS101,F005,2024-10-18,False,349
STU011,Student 11,C,CS101,F005,2024-10-23,True,350
STU011,Student 11,C,CS101,F005,2024-10-25,True,351
STU011,Student 11,C,CS101,F005,2024-10-30,True,352
STU011,Student 11,C,CS101,F005,2024-11-01,True,353
STU011,Student 11,C,CS101,F005,2024-11-06,True,354
STU011,Student 11,C,CS101,F005,2024-11-08,True,355
STU011,Student 11,C,CS101,F005,2024-11-13,True,356
STU011,Student 11,C,CS101,F005,2024-11-15,True,357
STU011,Student 11,C,CS101,F005,2024-11-20,False,358
STU011,Student 11,C,CS101,F005,2024-11-22,True,359
STU011,Student 11,C,CS101,F005,2024-11-27,True,360
STU011,Student 11,C,CS101,F005,2024-11-29,True,361
STU011,Student 11,C,CS101,F005,2024-12-04,True,362
STU011,Student 11,C,CS101,F005,2024-12-06,True,363
STU011,Student 11,C,CS101,F005,2024-12-11,True,364
STU011,Student 11,C,CS101,F005,2024-12-13,True,365
STU011,Student 11,C,CS101,F005,2024-12-18,True,366
STU011,Student 11,C,CS101,F005,2024-12-20,True,367
STU011,Student 11,C,CS101,F005,2024-12-25,False,368
STU011,Student 11,C,CS101,F005,2024-12-27,True,369
STU011,Student 11,C,CS101,F005,2025-01-01,False,370
STU011,Student 11,C,CS101,F005,2025-01-03,True,371
STU011,Student 11,C,CS101,F005,2025-01-08,True,372
STU011,Student 11,C,CS101,F005,2025-01-10,False,373
STU011,Student 11,C,CS101,F005,2025-01-15,True,374
STU011,Student 11,C,CS101,F005,2025-01-17,True,375
STU011,Student 11,C,CS101,F005,2025-01-22,False,376
STU011,Student 11,C,CS101,F005,2025-01-24,False,377
STU011,Student 11,C,CS101,F005,2025-01-29,True,378
STU011,Student 11,C,CS101,F005,2025-01-31,True,379
STU011,Student 11,C,CS101,F005,2025-02-05,False,380
STU012,Student 12,C,CS101,F005,2024-09-04,True,381
STU012,Student 12,C,CS101,F005,2024-09-06,True,382
STU012,Student 12,C,CS101,F005,2024-09-11,True,383
STU012,Student 12,C,CS101,F005,2024-09-13,True,384
STU012,Student 12,C,CS101,F005,2024-09-18,True,385
STU012,Student 12,C,CS101,F005,2024-09-20,True,386
STU012,Student 12,C,CS101,F005,2024-09-25,True,387
STU012,Student 12,C,CS101,F005,2024-09-27,True,388
STU012,Student 12,C,CS101,F005,2024-10-02,False,389
STU012,Student 12,C,CS101,F005,2024-10-04,True,390
STU012,Student 12,C,CS101,F005,2024-10-09,False,391
STU012,Student 12,C,CS101,F005,2024-10-11,True,392
STU012,Student 12,C,CS101,F005,2024-10-16,True,393
STU012,Student 12,C,CS101,F005,2024-10-18,True,394
STU012,Student 12,C,CS101,F005,2024-10-23,True,395
STU012,Student 12,C,CS101,F005,2024-10-25,True,396
STU012,Student 12,C,CS101,F005,2024-10-30,True,397
STU012,Student 12,C,CS101,F005,2024-11-01,True,398
STU012,Student 12,C,CS101,F005,2024-11-06,True,399
STU012,Student 12,C,CS101,F005,2024-11-08,True,400
STU012,Student 12,C,CS101,F005,2024-11-13,True,401
STU012,Student 12,C,CS101,F005,2024-11-15,True,402
STU012,Student 12,C,CS101,F005,2024-11-20,True,403
STU012,Student 12,C,CS101,F005,2024-11-22,False,404
STU012,Student 12,C,CS101,F005,2024-11-27,True,405
STU012,Student 12,C,CS101,F005,2024-11-29,True,406
STU012,Student 12,C,CS101,F005,2024-12-04,True,407
STU012,Student 12,C,CS101,F005,2024-12-06,True,408
STU012,Student 12,C,CS101,F005,2024-12-11,True,409
STU012,Student 12,C,CS101,F005,2024-12-13,True,410
STU012,Student 12,C,CS101,F005,2024-12-18,True,411
STU012,Student 12,C,CS101,F005,2024-12-20,True,412
STU012,Student 12,C,CS101,F005,2024-12-25,False,413
STU012,Student 12,C,CS101,F005,2024-12-27,False,414
STU012,Student 12,C,CS101,F005,2025-01-01,True,415
STU012,Student 12,C,CS101,F005,2025-01-03,False,416
STU012,Student 12,C,CS101,F005,2025-01-08,True,417
STU012,Student 12,C,CS101,F005,2025-01-10,False,418
STU012,Student 12,C,CS101,F005,2025-01-15,True,419
STU012,Student 12,C,CS101,F005,2025-01-17,True,420
STU012,Student 12,C,CS101,F005,2025-01-22,True,421
STU012,Student 12,C,CS101,F005,2025-01-24,False,422
STU012,Student 12,C,CS101,F005,2025-01-29,True,423
STU012,Student 12,C,CS101,F005,2025-01-31,True,424
STU012,Student 12,C,CS101,F005,2025-02-05,True,425
STU013,Student 13,A,CS101,F002,2024-09-04,True,426
STU013,Student 13,A,CS101,F002,2024-09-09,True,427
STU013,Student 13,A,CS101,F002,2024-09-11,False,428
STU013,Student 13,A,CS101,F002,2024-09-16,True,429
STU013,Student 13,A,CS101,F002,2024-09-18,True,430
STU013,Student 13,A,CS101,F002,2024-09-23,True,431
STU013,Student 13,A,CS101,F002,2024-09-25,True,432
STU013,Student 13,A,CS101,F002,2024-09-30,True,433
STU013,Student 13,A,CS101,F002,2024-10-02,True,434
STU013,Student 13,A,CS101,F002,2024-10-07,True,435
STU013,Student 13,A,CS101,F002,2024-10-09,True,436
STU013,Student 13,A,CS101,F002,2024-10-14,True,437
STU013,Student 13,A,CS101,F002,2024-10-16,True,438
STU013,Student 13,A,CS101,F002,2024-10-21,True,439
STU013,Student 13,A,CS101,F002,2024-10-23,True,440
STU013,Student 13,A,CS101,F002,2024-10-28,True,441
STU013,Student 13,A,CS101,F002,2024-10-30,True,442
STU013,Student 13,A,CS101,F002,2024-11-04,True,443
STU013,Student 13,A,CS101,F002,2024-11-06,True,444
STU013,Student 13,A,CS101,F002,2024-11-11,True,445
STU013,Student 13,A,CS101,F002,2024-11-13,True,446
STU013,Student 13,A,CS101,F002,2024-11-18,True,447
STU013,Student 13,A,CS101,F002,2024-11-20,True,448
STU013,Student 13,A,CS101,F002,2024-11-25,True,449
STU013,Student 13,A,CS101,F002,2024-11-27,True,450
STU013,Student 13,A,CS101,F002,2024-12-02,True,451
STU013,Student 13,A,CS101,F002,2024-12-04,True,452
STU013,Student 13,A,CS101,F002,2024-12-09,True,453
STU013,Student 13,A,CS101,F002,2024-12-11,True,454
STU013,Student 13,A,CS101,F002,2024-12-16,True,455
STU014,Student 14,B,CS101,F003,2024-09-05,True,456
STU014,Student 14,B,CS101,F003,2024-09-10,True,457
STU014,Student 14,B,CS101,F003,2024-09-12,False,458
STU014,Student 14,B,CS101,F003,2024-09-17,True,459
STU014,Student 14,B,CS101,F003,2024-09-19,False,460
STU014,Student 14,B,CS101,F003,2024-09-24,True,461
STU014,Student 14,B,CS101,F003,2024-09-26,False,462
STU014,Student 14,B,CS101,F003,2024-10-01,True,463
STU014,Student 14,B,CS101,F003,2024-10-03,True,464
STU014,Student 14,B,CS101,F003,2024-10-08,False,465
STU014,Student 14,B,CS101,F003,2024-10-10,True,466
STU014,Student 14,B,CS101,F003,2024-10-15,False,467
STU014,Student 14,B,CS101,F003,2024-10-17,True,468
STU014,Student 14,B,CS101,F003,2024-10-22,False,469
STU014,Student 14,B,CS101,F003,2024-10-24,True,470
STU014,Student 14,B,CS101,F003,2024-10-29,True,471
STU014,Student 14,B,CS101,F003,2024-10-31,True,472
STU014,Student 14,B,CS101,F003,2024-11-05,False,473
STU014,Student 14,B,CS101,F003,2024-11-07,True,474
STU014,Student 14,B,CS101,F003,2024-11-12,True,475
STU014,Student 14,B,CS101,F003,2024-11-14,True,476
STU014,Student 14,B,CS101,F003,2024-11-19,True,477
STU014,Student 14,B,CS101,F003,2024-11-21,False,478
STU014,Student 14,B,CS101,F003,2024-11-26,True,479
STU014,Student 14,B,CS101,F003,2024-11-28,False,480
