student_id,student_name,division,course_code,course_name,faculty_id,faculty_name,faculty_email,class_date,is_present,classes_attended,total_classes,attendance_percentage,isa1_score,isa2_score,assignment_score,total_score,performance_status,last_updated
STU003,Student 3,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-10-23,True,14,30,46.67,15,6,2,23,Below Threshold,2024-12-03
STU003,Student 3,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-10-25,False,14,30,46.67,15,6,2,23,Below Threshold,2024-12-03
STU003,Student 3,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-10-30,True,15,30,50.0,15,6,2,23,Below Threshold,2024-12-03
STU003,Student 3,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-11-01,True,16,30,53.33,15,6,2,23,Below Threshold,2024-12-03
STU003,Student 3,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-11-06,True,17,30,56.67,15,6,2,23,Below Threshold,2024-12-03
STU003,Student 3,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-11-08,True,18,30,60.0,15,6,2,23,Below Threshold,2024-12-03
STU003,Student 3,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-11-13,True,19,30,63.33,15,6,2,23,Below Threshold,2024-12-03
STU003,Student 3,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-11-15,True,20,30,66.67,15,6,2,23,Below Threshold,2024-12-03
STU003,Student 3,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-11-20,True,21,30,70.0,15,6,2,23,Below Threshold,2024-12-03
STU003,Student 3,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-11-22,True,22,30,73.33,15,6,2,23,Below Threshold,2024-12-03
STU003,Student 3,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-11-27,True,23,30,76.67,15,6,2,23,Below Threshold,2024-12-03
STU003,Student 3,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-11-29,True,24,30,80.0,15,6,2,23,Below Threshold,2024-12-03
STU003,Student 3,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-12-04,False,24,30,80.0,15,6,2,23,Below Threshold,2024-12-03
STU003,Student 3,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-12-06,True,25,30,83.33,15,6,2,23,Below Threshold,2024-12-03
STU003,Student 3,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-12-11,True,26,30,86.67,15,6,2,23,Below Threshold,2024-12-03
STU003,Student 3,C,CS101,Introduction to Programming,F005,Dr. Davis,davis@university.edu,2024-12-13,True,27,30,90.0,15,6,2,23,Below Threshold,2024-12-03
STU004,Student 4,A,CS101,Introduction to Programming,F002,Dr. Johnson,johnson@university.edu,2024-09-04,True,1,30,3.33,9,5,7,21,Below Threshold,2024-12-03
STU004,Student 4,A,CS101,Introduction to Programming,F002,Dr. Johnson,johnson@university.edu,2024-09-09,True,2,30,6.67,9,5,7,21,Below Threshold,2024-12-03
STU004,Student 4,A,CS101,Introduction to Programming,F002,Dr. Johnson,johnson@university.edu,2024-09-11,True,3,30,10.0,9,5,7,21,Below Threshold,2024-12-03
STU004,Student 4,A,CS101,Introduction to Programming,F002,Dr. Johnson,johnson@university.edu,2024-09-16,True,4,30,13.33,9,5,7,21,Below Threshold,2024-12-03
STU004,Student 4,A,CS101,Introduction to Programming,F002,Dr. Johnson,johnson@university.edu,2024-09-18,True,5,30,16.67,9,5,7,21,Below Threshold,2024-12-03
STU004,Student 4,A,CS101,Introduction to Programming,F002,Dr. Johnson,johnson@university.edu,2024-09-23,True,6,30,20.0,9,5,7,21,Below Threshold,2024-12-03
STU004,Student 4,A,CS101,Introduction to Programming,F002,Dr. Johnson,johnson@university.edu,2024-09-25,True,7,30,23.33,9,5,7,21,Below Threshold,2024-12-03
STU004,Student 4,A,CS101,Introduction to Programming,F002,Dr. Johnson,johnson@university.edu,2024-09-30,True,8,30,26.67,9,5,7,21,Below Threshold,2024-12-03
STU004,Student 4,A,CS101,Introduction to Programming,F002,Dr. Johnson,johnson@university.edu,2024-10-02,True,9,30,30.0,9,5,7,21,Below Threshold,2024-12-03
STU004,Student 4,A,CS101,Introduction to Programming,F002,Dr. Johnson,johnson@university.edu,2024-10-07,True,10,30,33.33,9,5,7,21,Below Threshold,2024-12-03
STU004,Student 4,A,CS101,Introduction to Programming,F002,Dr. Johnson,johnson@university.edu,2024-10-09,True,11,30,36.67,9,5,7,21,Below Threshold,2024-12-03
STU004,Student 4,A,CS101,Introduction to Programming,F002,Dr. Johnson,johnson@university.edu,2024-10-14,True,12,30,40.0,9,5,7,21,Below Threshold,2024-12-03
STU004,Student 4,A,CS101,Introduction to Programming,F002,Dr. Johnson,johnson@university.edu,2024-10-16,True,13,30,43.33,9,5,7,21,Below Threshold,2024-12-03
STU004,Student 4,A,CS101,Introduction to Programming,F002,Dr. Johnson,johnson@university.edu,2024-10-21,True,14,30,46.67,9,5,7,21,Below Threshold,2024-12-03
STU004,Student 4,A,CS101,Introduction to Programming,F002,Dr. Johnson,johnson@university.edu,2024-10-23,False,14,30,46.67,9,5,7,21,Below Threshold,2024-12-03
STU004,Student 4,A,CS101,Introduction to Programming,F002,Dr. Johnson,johnson@university.edu,2024-10-28,True,15,30,50.0,9,5,7,21,Below Threshold,2024-12-03
STU004,Student 4,A,CS101,Introduction to Programming,F002,Dr. Johnson,johnson@university.edu,2024-10-30,True,16,30,53.33,9,5,7,21,Below Threshold,2024-12-03
STU004,Student 4,A,CS101,Introduction to Programming,F002,Dr. Johnson,johnson@university.edu,2024-11-04,True,17,30,56.67,9,5,7,21,Below Threshold,2024-12-03
STU004,Student 4,A,CS101,Introduction to Programming,F002,Dr. Johnson,johnson@university.edu,2024-11-06,True,18,30,60.0,9,5,7,21,Below Threshold,2024-12-03
STU004,Student 4,A,CS101,Introduction to Programming,F002,Dr. Johnson,johnson@university.edu,2024-11-11,True,19,30,63.33,9,5,7,21,Below Threshold,2024-12-03
STU004,Student 4,A,CS101,Introduction to Programming,F002,Dr. Johnson,johnson@university.edu,2024-11-13,True,20,30,66.67,9,5,7,21,Below Threshold,2024-12-03
STU004,Student 4,A,CS101,Introduction to Programming,F002,Dr. Johnson,johnson@university.edu,2024-11-18,True,21,30,70.0,9,5,7,21,Below Threshold,2024-12-03
STU004,Student 4,A,CS101,Introduction to Programming,F002,Dr. Johnson,johnson@university.edu,2024-11-20,True,22,30,73.33,9,5,7,21,Below Threshold,2024-12-03
STU004,Student 4,A,CS101,Introduction to Programming,F002,Dr. Johnson,johnson@university.edu,2024-11-25,True,23,30,76.67,9,5,7,21,Below Threshold,2024-12-03
STU004,Student 4,A,CS101,Introduction to Programming,F002,Dr. Johnson,johnson@university.edu,2024-11-27,True,24,30,80.0,9,5,7,21,Below Threshold,2024-12-03
STU004,Student 4,A,CS101,Introduction to Programming,F002,Dr. Johnson,johnson@university.edu,2024-12-02,True,25,30,83.33,9,5,7,21,Below Threshold,2024-12-03
STU004,Student 4,A,CS101,Introduction to Programming,F002,Dr. Johnson,johnson@university.edu,2024-12-04,True,26,30,86.67,9,5,7,21,Below Threshold,2024-12-03
STU004,Student 4,A,CS101,Introduction to Programming,F002,Dr. Johnson,johnson@university.edu,2024-12-09,True,27,30,90.0,9,5,7,21,Below Threshold,2024-12-03
STU004,Student 4,A,CS101,Introduction to Programming,F002,Dr. Johnson,johnson@university.edu,2024-12-11,True,28,30,93.33,9,5,7,21,Below Threshold,2024-12-03
STU004,Student 4,A,CS101,Introduction to Programming,F002,Dr. Johnson,johnson@university.edu,2024-12-16,True,29,30,96.67,9,5,7,21,Below Threshold,2024-12-03
STU005,Student 5,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-09-05,True,1,30,3.33,16,9,5,30,Above Threshold,2024-12-03
STU005,Student 5,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-09-10,False,1,30,3.33,16,9,5,30,Above Threshold,2024-12-03
STU005,Student 5,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-09-12,True,2,30,6.67,16,9,5,30,Above Threshold,2024-12-03
STU005,Student 5,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-09-17,True,3,30,10.0,16,9,5,30,Above Threshold,2024-12-03
STU005,Student 5,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-09-19,False,3,30,10.0,16,9,5,30,Above Threshold,2024-12-03
STU005,Student 5,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-09-24,True,4,30,13.33,16,9,5,30,Above Threshold,2024-12-03
STU005,Student 5,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-09-26,True,5,30,16.67,16,9,5,30,Above Threshold,2024-12-03
STU005,Student 5,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-01,True,6,30,20.0,16,9,5,30,Above Threshold,2024-12-03
STU005,Student 5,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-03,True,7,30,23.33,16,9,5,30,Above Threshold,2024-12-03
STU005,Student 5,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-08,False,7,30,23.33,16,9,5,30,Above Threshold,2024-12-03
STU005,Student 5,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-10,True,8,30,26.67,16,9,5,30,Above Threshold,2024-12-03
STU005,Student 5,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-15,False,8,30,26.67,16,9,5,30,Above Threshold,2024-12-03
STU005,Student 5,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-17,False,8,30,26.67,16,9,5,30,Above Threshold,2024-12-03
STU005,Student 5,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-22,False,8,30,26.67,16,9,5,30,Above Threshold,2024-12-03
STU005,Student 5,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-24,True,9,30,30.0,16,9,5,30,Above Threshold,2024-12-03
STU005,Student 5,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-29,True,10,30,33.33,16,9,5,30,Above Threshold,2024-12-03
STU005,Student 5,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-10-31,True,11,30,36.67,16,9,5,30,Above Threshold,2024-12-03
STU005,Student 5,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-05,True,12,30,40.0,16,9,5,30,Above Threshold,2024-12-03
STU005,Student 5,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-07,True,13,30,43.33,16,9,5,30,Above Threshold,2024-12-03
STU005,Student 5,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-12,False,13,30,43.33,16,9,5,30,Above Threshold,2024-12-03
STU005,Student 5,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-14,True,14,30,46.67,16,9,5,30,Above Threshold,2024-12-03
STU005,Student 5,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-19,True,15,30,50.0,16,9,5,30,Above Threshold,2024-12-03
STU005,Student 5,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-21,True,16,30,53.33,16,9,5,30,Above Threshold,2024-12-03
STU005,Student 5,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-26,True,17,30,56.67,16,9,5,30,Above Threshold,2024-12-03
STU005,Student 5,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-11-28,True,18,30,60.0,16,9,5,30,Above Threshold,2024-12-03
STU005,Student 5,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-12-03,False,18,30,60.0,16,9,5,30,Above Threshold,2024-12-03
STU005,Student 5,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-12-05,True,19,30,63.33,16,9,5,30,Above Threshold,2024-12-03
STU005,Student 5,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-12-10,True,20,30,66.67,16,9,5,30,Above Threshold,2024-12-03
STU005,Student 5,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-12-12,True,21,30,70.0,16,9,5,30,Above Threshold,2024-12-03
STU005,Student 5,B,CS101,Introduction to Programming,F004,Dr. Brown,brown@university.edu,2024-12-17,True,22,30,73.33,16,9,5,30,Above Threshold,2024-12-03
STU006,Student 6,A,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-09-04,True,1,30,3.33,5,19,2,26,Above Threshold,2024-12-03
STU006,Student 6,A,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-09-09,True,2,30,6.67,5,19,2,26,Above Threshold,2024-12-03
STU006,Student 6,A,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-09-11,False,2,30,6.67,5,19,2,26,Above Threshold,2024-12-03
STU006,Student 6,A,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-09-16,True,3,30,10.0,5,19,2,26,Above Threshold,2024-12-03
STU006,Student 6,A,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-09-18,True,4,30,13.33,5,19,2,26,Above Threshold,2024-12-03
STU006,Student 6,A,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-09-23,True,5,30,16.67,5,19,2,26,Above Threshold,2024-12-03
STU006,Student 6,A,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-09-25,True,6,30,20.0,5,19,2,26,Above Threshold,2024-12-03
STU006,Student 6,A,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-09-30,True,7,30,23.33,5,19,2,26,Above Threshold,2024-12-03
STU006,Student 6,A,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-10-02,True,8,30,26.67,5,19,2,26,Above Threshold,2024-12-03
STU006,Student 6,A,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-10-07,True,9,30,30.0,5,19,2,26,Above Threshold,2024-12-03
STU006,Student 6,A,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-10-09,True,10,30,33.33,5,19,2,26,Above Threshold,2024-12-03
STU006,Student 6,A,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-10-14,False,10,30,33.33,5,19,2,26,Above Threshold,2024-12-03
STU006,Student 6,A,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-10-16,True,11,30,36.67,5,19,2,26,Above Threshold,2024-12-03
STU006,Student 6,A,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-10-21,True,12,30,40.0,5,19,2,26,Above Threshold,2024-12-03
STU006,Student 6,A,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-10-23,True,13,30,43.33,5,19,2,26,Above Threshold,2024-12-03
STU006,Student 6,A,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-10-28,True,14,30,46.67,5,19,2,26,Above Threshold,2024-12-03
STU006,Student 6,A,CS101,Introduction to Programming,F001,Dr. Smith,smith@university.edu,2024-10-30,False,14,30,46.67,5,19,2,26,Above Threshold,2024-12-03
